Timestamp           | Level    | Location                             | Message
--------------------+----------+--------------------------------------+---------------------------------------------------
2025-06-08 23:51:15 | INFO     | [logger_...:setup_logger      : 153] | ℹ️ Logger 'ImgClassPipe' initialized. Log file: C:\Users\Stefan Alexandrescu\Documents\GitHub\UBB-Y3-AI-Research\model_src\experiments\Swimcat-extend\pvit\20250608_235115_seed42\executor_run_20250608_235115_seed42.log
2025-06-08 23:51:15 | INFO     | [executor  :__init__          : 127] | ℹ️ Local main executor log file for this run (may be temporary): C:\Users\Stefan Alexandrescu\Documents\GitHub\UBB-Y3-AI-Research\model_src\experiments\Swimcat-extend\pvit\20250608_235115_seed42\executor_run_20250608_235115_seed42.log
2025-06-08 23:51:15 | INFO     | [executor  :__init__          : 132] | ℹ️ --- Starting Executor Run (ID: 20250608_235115_seed42) ---
2025-06-08 23:51:15 | INFO     | [executor  :__init__          : 133] | ℹ️ Executor initialized for model 'pvit' on dataset 'Swimcat-extend'
2025-06-08 23:51:15 | INFO     | [executor  :__init__          : 136] | ℹ️ Local artifact storage base: C:\Users\Stefan Alexandrescu\Documents\GitHub\UBB-Y3-AI-Research\model_src
2025-06-08 23:51:15 | INFO     | [executor  :__init__          : 140] | ℹ️ Base key/prefix for this executor run's artifacts: experiments/Swimcat-extend/pvit/20250608_235115_seed42
2025-06-08 23:51:15 | INFO     | [pipeline  :__init__          : 175] | ℹ️ Initializing Classification Pipeline:
2025-06-08 23:51:15 | INFO     | [pipeline  :__init__          : 176] | ℹ️   Dataset Path: C:\Users\Stefan Alexandrescu\Documents\GitHub\UBB-Y3-AI-Research\model_src\data\Swimcat-extend
2025-06-08 23:51:15 | INFO     | [pipeline  :__init__          : 177] | ℹ️   Model Type: pvit
2025-06-08 23:51:15 | INFO     | [pipeline  :__init__          : 180] | ℹ️   Artifact base key prefix for this run: experiments/Swimcat-extend/pvit/20250608_235115_seed42 (using LocalFileSystemRepository)
2025-06-08 23:51:15 | INFO     | [pipeline  :__init__          : 184] | ℹ️   Default Augmentation Strategy: AugmentationStrategy.PAPER_CCSN
2025-06-08 23:51:15 | INFO     | [pipeline  :__init__          : 185] | ℹ️   Default Show First Batch Aug: True
2025-06-08 23:51:15 | INFO     | [dataset...:__init__          : 271] | ℹ️ Using augmentation strategy: AugmentationStrategy.PAPER_CCSN
2025-06-08 23:51:15 | INFO     | [dataset...:__init__          : 296] | ℹ️ Detected dataset structure: flat
2025-06-08 23:51:15 | INFO     | [dataset...:_load_paths_and...: 424] | ℹ️ Scanning FLAT dataset from C:\Users\Stefan Alexandrescu\Documents\GitHub\UBB-Y3-AI-Research\model_src\data\Swimcat-extend...
